room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude,suburb
8616844,45329638,Entire home/apt,Northern Beaches,0,0,4,3,125,-33.619435,151.33275,Avalon Beach
15326442,24173121,Entire home/apt,Northern Beaches,4,5,6,3,140,-33.606617,151.298021,Coasters Retreat
8044799,36874556,Entire home/apt,Central Western Sydney,3,5,7,1,117,-33.856684,150.988321,Guildford
19348920,117863276,Entire home/apt,Northern Beaches,0,0,8,4,124,-33.752203,151.282497,Dee Why
19491427,134605224,Entire home/apt,Canterbury-Bankstown,0,0,8,4,113,-33.964156,150.995445,Panania
18433689,47316510,Entire home/apt,Inner Sydney,4,4.5,3,1,56,-33.89722,151.157376,Petersham
9795780,50481769,Entire home/apt,Eastern Suburbs,1,0,4,2,389,-33.916144,151.261728,Coogee
5750662,7409213,Entire home/apt,Eastern Suburbs,0,0,8,4,341,-33.905907,151.264639,Bronte
5319886,113874,Entire home/apt,Eastern Suburbs,0,0,9,4,312,-33.898845,151.255913,Waverley
14377291,7409213,Entire home/apt,Eastern Suburbs,0,0,10,5,493,-33.900843,151.257637,Waverley
4365362,4298915,Entire home/apt,Eastern Suburbs,0,0,8,4,504,-33.898024,151.258219,Waverley
10435330,2450066,Entire home/apt,Eastern Suburbs,3,4.5,6,3,328,-33.906257,151.262885,Bronte
4680675,16026854,Entire home/apt,Inner Sydney,0,0,4,2,312,-33.877024,151.227119,Darlinghurst
1558165,5327702,Entire home/apt,Eastern Suburbs,4,5,4,2,351,-33.890855,151.261862,Bondi
1624855,8639927,Entire home/apt,Northern Beaches,0,0,9,4,312,-33.770444,151.293663,Curl Curl
6147708,31892141,Entire home/apt,Northern Beaches,5,5,6,5,468,-33.809903,151.258511,Clontarf
16114726,21822330,Entire home/apt,St George-Sutherland,1,0,10,5,328,-34.003269,151.132763,Sans Souci
16429527,107717683,Entire home/apt,St George-Sutherland,0,0,5,4,468,-34.068176,151.151472,Cronulla
15916478,103263660,Entire home/apt,St George-Sutherland,0,0,8,3,507,-34.082253,151.128431,Royal National Park
1941785,9674919,Entire home/apt,St George-Sutherland,3,5,8,4,507,-34.064623,151.151223,Cronulla
14790061,25960706,Entire home/apt,St George-Sutherland,0,0,10,4,507,-34.055133,151.031689,Yarrawarrah
14099469,68033348,Entire home/apt,St George-Sutherland,5,4.5,10,3,389,-34.07864,151.128889,Maianbar
9082051,7536743,Entire home/apt,St George-Sutherland,11,5,4,3,428,-34.000577,151.131759,Sans Souci
16850854,44711749,Entire home/apt,Central Northern Sydney,0,0,10,6,389,-33.768479,150.981839,Baulkham Hills
16358049,23589984,Entire home/apt,St George-Sutherland,6,4.5,10,4,389,-33.960677,151.15336,Brighton-Le-Sands
3742006,11404296,Entire home/apt,Inner Western Sydney,0,0,7,5,312,-33.897663,151.132677,Summer Hill
13945021,36874556,Entire home/apt,Canterbury-Bankstown,0,0,16,3,428,-33.937158,151.068799,Roselands
1907698,9652902,Entire home/apt,Canterbury-Bankstown,0,0,6,3,389,-33.935149,151.111129,Earlwood
15793550,99576028,Entire home/apt,St George-Sutherland,22,5,9,4,389,-33.970611,151.151287,Monterey
7603994,39880133,Entire home/apt,Canterbury-Bankstown,3,4.5,6,4,312,-33.918276,151.097265,Campsie
15501813,99576028,Entire home/apt,St George-Sutherland,18,5,7,3,389,-33.970891,151.152419,Monterey
16280251,68978099,Entire home/apt,Inner Sydney,1,0,6,3,389,-33.928807,151.187647,Mascot
9759465,16026854,Entire home/apt,Inner Sydney,0,0,4,2,312,-33.881928,151.208734,Surry Hills
742298,1486713,Entire home/apt,Inner Sydney,2,0,7,3,374,-33.89968,151.152314,Petersham
7246948,4995302,Entire home/apt,Eastern Suburbs,1,0,7,4,468,-33.897289,151.251525,Queens Park
8616569,7409213,Entire home/apt,Eastern Suburbs,0,0,8,3,406,-33.902981,151.24309,Randwick
14749911,2450066,Entire home/apt,Eastern Suburbs,1,0,10,4,325,-33.898173,151.248745,Queens Park
16159555,7409213,Entire home/apt,Eastern Suburbs,0,0,6,3,377,-33.889368,151.236805,Woollahra
16192765,41215678,Entire home/apt,Eastern Suburbs,0,0,6,3,312,-33.884057,151.240191,Woollahra
8475855,44636122,Entire home/apt,Eastern Suburbs,1,0,8,5,468,-33.92494,151.245969,Randwick
15364085,58620985,Entire home/apt,Eastern Suburbs,0,0,6,3,382,-33.898037,151.25748,Waverley
8152881,7409213,Entire home/apt,Eastern Suburbs,1,0,8,4,348,-33.902587,151.25804,Bronte
13453609,113874,Entire home/apt,Eastern Suburbs,0,0,6,3,514,-33.897222,151.257035,Waverley
16246417,49043392,Entire home/apt,Inner Sydney,0,0,6,3,312,-33.895743,151.211034,Redfern
4803139,23129405,Entire home/apt,Inner Sydney,0,0,6,3,351,-33.894987,151.176109,Newtown
16232750,46028116,Entire home/apt,Inner Sydney,0,0,6,3,312,-33.897965,151.171959,Enmore
3534391,7409213,Entire home/apt,Eastern Suburbs,0,0,8,4,452,-33.905459,151.246508,Randwick
15902590,48627526,Entire home/apt,Eastern Suburbs,0,0,5,3,483,-33.897232,151.272535,Bondi
1598651,4298915,Entire home/apt,Eastern Suburbs,0,0,3,2,312,-33.892264,151.272156,Bondi Beach
16057491,2450066,Entire home/apt,Eastern Suburbs,0,0,6,6,511,-33.89864,151.273126,Tamarama
15148666,16026854,Entire home/apt,Eastern Suburbs,0,0,3,2,312,-33.89725,151.272829,Bondi
434094,1732599,Entire home/apt,Inner Sydney,16,5,4,2,312,-33.884432,151.219815,Paddington
16165648,16026854,Entire home/apt,Eastern Suburbs,0,0,6,3,389,-33.889577,151.249538,Woollahra
4245073,7409213,Entire home/apt,Inner Western Sydney,0,0,8,4,418,-33.872945,151.138879,Haberfield
1110506,6050952,Entire home/apt,Central Western Sydney,3,4.5,7,3,406,-33.834098,151.074025,Wentworth Point
14111542,65855199,Entire home/apt,Inner Western Sydney,2,0,6,3,389,-33.832102,151.083383,Rhodes
17350883,117233942,Entire home/apt,Lower Northern Sydney,0,0,6,5,351,-33.830173,151.114471,Tennyson Point
15364456,93403385,Entire home/apt,Inner Sydney,0,0,8,3,389,-33.892147,151.202679,Redfern
4476833,22873753,Entire home/apt,Inner Sydney,1,0,6,3,389,-33.913766,151.153607,Marrickville
11851347,36572496,Entire home/apt,Inner Sydney,0,0,6,3,328,-33.891948,151.205274,Redfern
2502741,5709148,Entire home/apt,Inner Sydney,24,4.5,4,2,312,-33.885291,151.176951,Camperdown
14671928,8639927,Entire home/apt,Northern Beaches,0,0,8,4,623,-33.769132,151.284832,Curl Curl
5598619,28659104,Entire home/apt,Eastern Suburbs,0,0,4,2,701,-33.89,151.258764,Bondi Junction
12854129,11914644,Entire home/apt,Northern Beaches,0,0,6,3,666,-33.641736,151.329569,Bilgola Beach
16572068,11804474,Entire home/apt,Eastern Suburbs,0,0,5,3,585,-33.888891,151.28184,North Bondi
18378060,23717928,Entire home/apt,Northern Beaches,0,0,8,4,721,-33.611872,151.329673,Whale Beach
13537685,77865568,Entire home/apt,Northern Beaches,0,0,8,4,701,-33.62955,151.334573,Avalon Beach
15891716,102780070,Entire home/apt,Northern Beaches,0,0,8,4,620,-33.624614,151.325375,Avalon Beach
9489755,7409213,Entire home/apt,Eastern Suburbs,0,0,7,3,671,-33.880078,151.273366,North Bondi
9098106,16357713,Entire home/apt,Northern Beaches,0,0,8,5,643,-33.786661,151.283121,Manly
9477911,49125478,Entire home/apt,Eastern Suburbs,0,0,7,4,662,-33.870634,151.280659,Dover Heights
15238515,96218747,Entire home/apt,Eastern Suburbs,1,0,8,4,623,-33.859892,151.281482,Vaucluse
16298306,17024785,Entire home/apt,Eastern Suburbs,0,0,4,2,694,-33.898718,151.268057,Tamarama
16769149,30021442,Entire home/apt,Northern Beaches,0,0,6,3,662,-33.597631,151.319854,Palm Beach
10041126,51542233,Entire home/apt,Northern Beaches,0,0,4,2,585,-33.650476,151.303183,Newport
9082698,3088362,Entire home/apt,Northern Beaches,0,0,10,5,712,-33.663048,151.302296,Bayview
15857936,102770585,Entire home/apt,Eastern Suburbs,2,0,8,4,546,-33.858536,151.28353,Vaucluse
19074795,4359939,Entire home/apt,Lower Northern Sydney,0,0,6,3,701,-33.839365,151.233608,Mosman
14077637,38496350,Entire home/apt,Northern Beaches,1,0,9,3,623,-33.801733,151.29566,Manly
15608670,6349096,Entire home/apt,Eastern Suburbs,1,0,7,4,662,-33.872644,151.281775,Dover Heights
16468082,11921609,Entire home/apt,Northern Beaches,0,0,6,4,623,-33.793574,151.281498,Manly
15677973,21096834,Entire home/apt,Lower Northern Sydney,0,0,4,2,530,-33.840662,151.221258,Kurraba Point
17045137,45553847,Entire home/apt,Eastern Suburbs,1,0,6,3,530,-33.890941,151.263557,Bondi
18128513,2538431,Entire home/apt,Eastern Suburbs,0,0,8,4,623,-33.894681,151.250784,Bondi Junction
13268998,5866266,Entire home/apt,Northern Beaches,1,0,11,5,546,-33.640387,151.322594,Bilgola Plateau
15147915,96080808,Entire home/apt,Lower Northern Sydney,1,0,9,5,662,-33.822762,151.231162,Cremorne
7699749,40445574,Entire home/apt,Northern Beaches,0,0,7,4,546,-33.672962,151.313276,Mona Vale
10618402,54801993,Entire home/apt,Eastern Suburbs,1,0,6,3,694,-33.898114,151.22862,Centennial Park
16124692,105162128,Entire home/apt,Inner Sydney,2,0,6,3,585,-33.856636,151.186006,Balmain
642749,3213327,Entire home/apt,Inner Sydney,5,4,8,4,522,-33.861037,151.18732,Balmain
1098028,451946,Entire home/apt,Northern Beaches,5,5,6,3,608,-33.64222,151.27671,Mccarrs Creek
9260085,10441624,Entire home/apt,Inner Western Sydney,1,0,11,5,608,-33.850978,151.141547,Chiswick
14952846,18574187,Entire home/apt,Lower Northern Sydney,0,0,12,5,546,-33.827708,151.189879,Greenwich
11933686,62881711,Entire home/apt,Northern Beaches,0,0,9,4,623,-33.703502,151.282921,Elanora Heights
8173690,38706164,Entire home/apt,Lower Northern Sydney,0,0,8,4,623,-33.809401,151.187565,Artarmon
18877347,76996727,Entire home/apt,Inner Sydney,0,0,8,3,662,-33.858012,151.195658,Balmain East
9980404,20582809,Entire home/apt,Northern Beaches,2,0,8,4,538,-33.650084,151.311739,Bilgola Plateau
6805223,15161772,Entire home/apt,Eastern Suburbs,12,5,10,5,542,-33.900058,151.256533,Waverley
15888936,82948870,Entire home/apt,Lower Northern Sydney,0,0,4,3,662,-33.821628,151.249105,Mosman
9550810,48293861,Entire home/apt,Northern Beaches,0,0,8,4,546,-33.761989,151.291495,North Curl Curl
9012131,20338285,Entire home/apt,Lower Northern Sydney,0,0,8,4,701,-33.817101,151.217047,Northbridge
13660661,79402319,Entire home/apt,Inner Sydney,0,0,6,3,530,-33.853085,151.179242,Birchgrove
3751706,8352770,Entire home/apt,Northern Beaches,4,5,8,3,623,-33.633977,151.313214,Clareville
12012487,8294697,Entire home/apt,Northern Beaches,10,4.5,13,5,662,-33.779534,151.279007,Freshwater
14565947,90223143,Entire home/apt,Northern Beaches,2,0,6,4,545,-33.642371,151.326882,Avalon Beach
17392632,12252703,Entire home/apt,Northern Beaches,0,0,9,4,546,-33.772834,151.283561,Freshwater
15456496,32815682,Entire home/apt,Northern Beaches,0,0,13,5,701,-33.727889,151.289451,Collaroy Plateau
5374892,2460242,Entire home/apt,Northern Beaches,25,5,11,4,662,-33.628479,151.337895,Avalon Beach
6528541,31044688,Entire home/apt,Northern Beaches,2,0,7,4,662,-33.756912,151.298626,Dee Why
13713260,608928,Entire home/apt,Northern Beaches,2,0,8,4,623,-33.790659,151.283478,Manly
7962273,42005002,Entire home/apt,Northern Beaches,0,0,7,4,585,-33.786077,151.283411,Manly
15134917,33080199,Entire home/apt,Northern Beaches,1,0,8,4,701,-33.674489,151.314241,Mona Vale
9411553,42092865,Entire home/apt,Northern Beaches,1,0,10,4,585,-33.740431,151.297779,Collaroy
11090043,57348648,Entire home/apt,Northern Beaches,0,0,8,4,542,-33.774012,151.281381,Freshwater
3648386,18440514,Entire home/apt,Northern Beaches,1,0,9,5,662,-33.648846,151.308385,Newport
14810184,8324790,Entire home/apt,Northern Beaches,0,0,4,2,662,-33.799989,151.284302,Manly
8926500,46678865,Entire home/apt,Northern Beaches,0,0,8,4,647,-33.660045,151.318763,Newport
18842407,80420989,Entire home/apt,Northern Beaches,0,0,6,3,585,-33.603155,151.319668,Palm Beach
11189798,57811413,Entire home/apt,Northern Beaches,4,5,8,4,701,-33.793377,151.284458,Manly
13115820,48293012,Entire home/apt,Northern Beaches,29,5,14,5,538,-33.605016,151.321419,Palm Beach
19212466,20201032,Entire home/apt,Northern Beaches,0,0,10,5,530,-33.762913,151.292816,North Curl Curl
5752575,29843659,Entire home/apt,Lower Northern Sydney,1,0,8,4,623,-33.820627,151.237243,Mosman
9782987,50430399,Entire home/apt,Northern Beaches,6,4.5,7,4,623,-33.646136,151.307856,Newport
17962641,123323794,Entire home/apt,Northern Beaches,0,0,7,3,678,-33.801464,151.288542,Manly
1868312,265280,Entire home/apt,Northern Beaches,10,5,11,5,623,-33.798005,151.278582,Manly
9650362,49891319,Entire home/apt,Inner Sydney,1,0,6,3,585,-33.856095,151.183544,Balmain
9177970,37448420,Entire home/apt,Northern Beaches,18,5,8,4,546,-33.647093,151.307425,Newport
4378375,22732690,Entire home/apt,Northern Beaches,35,5,10,5,623,-33.76883,151.276943,Curl Curl
18759141,130528674,Entire home/apt,Eastern Suburbs,1,0,6,3,546,-33.889561,151.274712,Bondi Beach
15591258,100452771,Entire home/apt,Northern Beaches,0,0,8,4,585,-33.783724,151.276817,North Manly
10091634,14951483,Entire home/apt,Inner Sydney,0,0,4,2,701,-33.862456,151.20407,Millers Point
8977415,39569623,Entire home/apt,Lower Northern Sydney,0,0,4,2,623,-33.846404,151.210508,Milsons Point
5894600,30613955,Entire home/apt,Northern Beaches,0,0,4,2,662,-33.677294,151.30832,Mona Vale
3571393,12519122,Entire home/apt,Lower Northern Sydney,1,0,9,4,530,-33.809197,151.21035,Northbridge
7310710,38301943,Entire home/apt,Northern Beaches,3,5,8,4,546,-33.656157,151.309598,Newport
15858521,23630648,Entire home/apt,Northern Beaches,1,0,6,4,546,-33.63864,151.309574,Clareville
18431824,57364291,Entire home/apt,Northern Beaches,0,0,8,5,623,-33.772626,151.27795,Freshwater
16040474,104393162,Entire home/apt,Northern Beaches,0,0,8,4,623,-33.775049,151.285068,Freshwater
11640316,21024408,Entire home/apt,Northern Beaches,5,5,6,3,623,-33.804152,151.296192,Manly
16019377,2578057,Entire home/apt,Northern Beaches,0,0,7,4,546,-33.778502,151.257612,Allambie Heights
13979316,7409213,Entire home/apt,Lower Northern Sydney,1,0,10,4,546,-33.828896,151.190088,Greenwich
15892677,39222267,Entire home/apt,Northern Beaches,1,0,8,4,608,-33.736732,151.291287,Collaroy Plateau
17370723,6205300,Entire home/apt,Eastern Suburbs,0,0,6,3,662,-33.885957,151.238644,Woollahra
5347383,5017075,Entire home/apt,Northern Beaches,0,0,6,3,585,-33.798713,151.270205,Balgowlah
16327507,22860785,Entire home/apt,Eastern Suburbs,0,0,6,3,546,-33.883323,151.274383,North Bondi
4672015,24167694,Entire home/apt,Eastern Suburbs,0,0,5,4,701,-33.937589,151.24476,Maroubra
15932905,10923947,Entire home/apt,Eastern Suburbs,0,0,7,4,701,-33.887832,151.265693,Bondi Beach
8720086,45768127,Entire home/apt,Northern Beaches,9,4,8,4,536,-33.792514,151.281137,Manly
3843294,19808213,Entire home/apt,Northern Beaches,0,0,8,5,623,-33.803541,151.257637,Balgowlah Heights
10621438,54820253,Entire home/apt,Eastern Suburbs,0,0,8,4,585,-33.895634,151.263017,Bondi
12612697,6888201,Entire home/apt,Eastern Suburbs,1,0,6,3,662,-33.847927,151.283987,Vaucluse
9908871,20914019,Entire home/apt,Eastern Suburbs,0,0,6,3,585,-33.888184,151.282411,North Bondi
15668518,71890194,Entire home/apt,Eastern Suburbs,0,0,6,3,623,-33.891046,151.260897,Bondi
4048294,20992046,Entire home/apt,Northern Beaches,4,4.5,9,4,662,-33.801342,151.291133,Manly
18841696,23600774,Entire home/apt,Eastern Suburbs,0,0,6,3,585,-33.910975,151.259865,Clovelly
974231,4981512,Entire home/apt,Eastern Suburbs,2,0,8,4,585,-33.927288,151.258653,Coogee
6720399,33939075,Entire home/apt,Northern Beaches,1,0,6,4,623,-33.79276,151.278594,Fairlight
7699446,40442904,Entire home/apt,Northern Beaches,4,5,10,4,623,-33.665484,151.299567,Bayview
18585866,129050537,Entire home/apt,Northern Beaches,0,0,8,4,623,-33.793292,151.273175,Fairlight
17846330,5057860,Entire home/apt,Eastern Suburbs,0,0,6,3,623,-33.897756,151.265058,Bondi
7134755,83373,Entire home/apt,Northern Beaches,0,0,8,4,701,-33.792541,151.284372,Manly
804699,4220537,Entire home/apt,Northern Beaches,4,5,8,4,585,-33.697305,151.289348,North Narrabeen
9416247,27515848,Entire home/apt,Eastern Suburbs,1,0,6,2,546,-33.923425,151.25539,Coogee
16101158,28595034,Entire home/apt,Eastern Suburbs,0,0,8,4,565,-33.902476,151.264409,Bronte
9353128,27073882,Entire home/apt,Eastern Suburbs,5,4.5,10,4,623,-33.947287,151.25142,Maroubra
4605620,22039616,Entire home/apt,Eastern Suburbs,0,0,6,4,662,-33.925605,151.237237,Kingsford
12632120,62677676,Entire home/apt,Inner Sydney,0,0,8,4,585,-33.892526,151.198656,Redfern
9437279,48914146,Entire home/apt,Lower Northern Sydney,0,0,5,2,546,-33.840483,151.198361,Waverton
8172888,24990401,Entire home/apt,Inner Sydney,0,0,4,2,546,-33.889003,151.207372,Surry Hills
3303427,16405121,Entire home/apt,Northern Beaches,0,0,8,5,585,-33.78523,151.24638,North Balgowlah
5883926,6563974,Entire home/apt,Eastern Suburbs,1,0,5,4,585,-33.897018,151.272659,Bondi
10682130,44065833,Entire home/apt,Lower Northern Sydney,0,0,6,3,567,-33.827098,151.221103,Cremorne
15101614,40162947,Entire home/apt,Eastern Suburbs,0,0,8,4,662,-33.911952,151.264135,Clovelly
14885484,19748198,Entire home/apt,Northern Beaches,3,5,8,4,546,-33.630126,151.331565,Avalon Beach
12555233,68051938,Entire home/apt,Northern Beaches,1,0,9,5,561,-33.772639,151.273758,North Manly
19193255,134257203,Entire home/apt,Eastern Suburbs,0,0,12,5,701,-33.877234,151.279604,Dover Heights
8342986,6495570,Entire home/apt,Inner Sydney,0,0,5,2,585,-33.884991,151.214786,Surry Hills
10665321,51294607,Entire home/apt,Northern Beaches,5,5,7,4,623,-33.792955,151.277715,Fairlight
2172424,9277756,Entire home/apt,St George-Sutherland,0,0,9,3,557,-33.943294,151.14417,Arncliffe
3344909,16883609,Entire home/apt,Northern Beaches,1,0,8,4,701,-33.789018,151.277465,Fairlight
11827535,1025958,Entire home/apt,Eastern Suburbs,0,0,8,5,585,-33.916753,151.261192,Coogee
11740187,62458258,Entire home/apt,Lower Northern Sydney,0,0,8,5,585,-33.830552,151.232308,Mosman
19493804,97082098,Entire home/apt,Northern Beaches,0,0,12,5,662,-33.628285,151.324843,Avalon Beach
14322369,16357713,Entire home/apt,Lower Northern Sydney,0,0,6,4,682,-33.821259,151.240067,Mosman
16087006,22910581,Entire home/apt,Northern Beaches,0,0,8,3,662,-33.757619,151.298105,Dee Why
15844952,12589785,Entire home/apt,Lower Northern Sydney,0,0,9,4,585,-33.805014,151.185775,Artarmon
8745238,45341323,Entire home/apt,Eastern Suburbs,0,0,7,5,623,-33.889516,151.268323,Bondi Beach
14901822,93560371,Entire home/apt,Northern Beaches,0,0,6,4,701,-33.694476,151.307717,Warriewood
8619097,45340436,Entire home/apt,St George-Sutherland,0,0,10,4,608,-34.003244,151.137941,Sandringham
14305726,16357713,Entire home/apt,Lower Northern Sydney,0,0,10,5,623,-33.828644,151.24799,Mosman
4534080,23509958,Entire home/apt,Eastern Suburbs,0,0,7,4,671,-33.880353,151.282015,Dover Heights
1350061,7325524,Entire home/apt,Northern Beaches,0,0,8,4,605,-33.796409,151.271425,Fairlight
16101244,104964203,Entire home/apt,Inner Sydney,0,0,7,3,545,-33.855275,151.18384,Balmain
15975820,5152186,Entire home/apt,Inner Sydney,0,0,9,4,585,-33.890617,151.213451,Surry Hills
7248259,35421314,Entire home/apt,Eastern Suburbs,0,0,7,3,694,-33.879894,151.272801,North Bondi
16193490,2695314,Entire home/apt,Inner Sydney,0,0,7,3,616,-33.856116,151.170725,Balmain
15791452,32631325,Entire home/apt,Lower Northern Sydney,0,0,7,4,623,-33.814402,151.216724,Northbridge
9796749,24011722,Entire home/apt,Eastern Suburbs,0,0,8,4,662,-33.873554,151.271265,Rose Bay
9845878,21851118,Entire home/apt,Eastern Suburbs,0,0,10,4,701,-33.911983,151.250792,Coogee
19120999,133621737,Entire home/apt,Eastern Suburbs,0,0,6,4,662,-33.879307,151.271417,North Bondi
12175499,33463125,Entire home/apt,Lower Northern Sydney,0,0,6,3,592,-33.839594,151.226024,Cremorne Point
18734784,130310123,Entire home/apt,Northern Beaches,0,0,8,5,584,-33.777744,151.25763,Allambie Heights
11229035,56954765,Entire home/apt,Eastern Suburbs,0,0,7,4,623,-33.858017,151.279286,Vaucluse
17798101,39284938,Entire home/apt,Eastern Suburbs,3,4,9,4,701,-33.905694,151.263567,Bronte
9565498,4052428,Entire home/apt,Eastern Suburbs,0,0,5,5,518,-33.878421,151.253606,Bellevue Hill
12070783,25047443,Entire home/apt,Eastern Suburbs,0,0,6,3,546,-33.885375,151.258387,Bellevue Hill
3231140,16353253,Entire home/apt,Lower Northern Sydney,0,0,5,3,527,-33.819218,151.232532,Cremorne
15131132,1659103,Entire home/apt,Eastern Suburbs,1,0,8,4,546,-33.908411,151.258101,Clovelly
6296227,31200983,Entire home/apt,Eastern Suburbs,1,0,8,4,623,-33.909568,151.258741,Clovelly
15835250,379034,Entire home/apt,Eastern Suburbs,1,0,6,3,701,-33.905706,151.266455,Bronte
2565041,13131797,Entire home/apt,Northern Beaches,3,4.5,7,3,600,-33.788234,151.287319,Manly
7335464,2952718,Entire home/apt,Eastern Suburbs,1,0,8,4,585,-33.883978,151.281139,North Bondi
4537953,23530334,Entire home/apt,Eastern Suburbs,2,0,8,4,538,-33.927948,151.246705,South Coogee
7551229,39576069,Entire home/apt,Northern Beaches,0,0,7,4,623,-33.791153,151.254753,North Balgowlah
9841424,50676974,Entire home/apt,Eastern Suburbs,1,0,4,2,585,-33.891121,151.272097,Bondi Beach
16264563,27617645,Entire home/apt,Eastern Suburbs,3,5,8,4,534,-33.919022,151.252583,Coogee
4951009,15760467,Entire home/apt,Eastern Suburbs,1,0,7,3,546,-33.872202,151.282905,Dover Heights
15774205,102015439,Entire home/apt,Eastern Suburbs,4,5,7,4,546,-33.883384,151.269659,North Bondi
16018940,10490429,Entire home/apt,Inner Sydney,0,0,8,4,616,-33.85824,151.194606,Balmain East
3461441,14416202,Entire home/apt,Eastern Suburbs,1,0,14,5,596,-33.911455,151.248603,Randwick
5423185,5392445,Entire home/apt,Eastern Suburbs,1,0,8,4,623,-33.894293,151.267392,Bondi
9615493,10308897,Entire home/apt,Eastern Suburbs,1,0,8,4,623,-33.901117,151.261931,Bronte
5288557,10753509,Entire home/apt,Eastern Suburbs,4,4.5,4,3,662,-33.890851,151.283592,North Bondi
4849756,24953175,Entire home/apt,Northern Beaches,5,5,8,4,701,-33.792986,151.281065,Manly
8018063,28773081,Entire home/apt,Inner Sydney,0,0,5,4,623,-33.851575,151.1829,Birchgrove
4841873,24917997,Entire home/apt,Eastern Suburbs,2,0,7,3,526,-33.881891,151.276172,North Bondi
12522672,52443394,Entire home/apt,Inner Sydney,1,0,4,2,623,-33.884128,151.215598,Surry Hills
14715757,48975205,Entire home/apt,Northern Beaches,2,0,6,4,546,-33.766327,151.258353,Allambie Heights
14031376,60135494,Entire home/apt,Inner Sydney,0,0,6,3,336,-33.886158,151.179815,Camperdown
5632007,13580256,Entire home/apt,Inner Sydney,0,0,4,2,311,-33.874757,151.194716,Pyrmont
17830884,38478183,Entire home/apt,Inner Sydney,0,0,4,2,350,-33.882431,151.171341,Annandale
15645574,80148840,Entire home/apt,Inner Sydney,1,0,5,3,389,-33.876104,151.156143,Leichhardt
15954602,10678798,Entire home/apt,Inner Sydney,0,0,4,2,468,-33.876987,151.196108,Ultimo
1584570,4378091,Entire home/apt,Inner Sydney,0,0,6,3,417,-33.872395,151.165216,Lilyfield
14788795,16026854,Entire home/apt,Inner Sydney,0,0,4,2,312,-33.883739,151.173886,Annandale
16124908,103945980,Entire home/apt,Inner Sydney,0,0,6,3,389,-33.902989,151.193843,Alexandria
13153710,22786170,Entire home/apt,Eastern Suburbs,5,5,5,3,507,-33.872499,151.247864,Double Bay
16398805,48464899,Entire home/apt,Inner Sydney,3,4.5,6,3,357,-33.873635,151.223143,Potts Point
10061034,2450066,Entire home/apt,Inner Sydney,4,4.5,6,3,322,-33.88657,151.214737,Surry Hills
15490922,99477071,Entire home/apt,Inner Sydney,1,0,4,2,389,-33.894848,151.197962,Redfern
4325515,113874,Entire home/apt,Eastern Suburbs,2,0,5,3,312,-33.884098,151.235024,Paddington
10060839,14138978,Entire home/apt,Inner Sydney,4,4.5,4,2,335,-33.875827,151.221206,Darlinghurst
10235296,52604325,Entire home/apt,Inner Sydney,0,0,6,2,389,-33.871366,151.194877,Pyrmont
11891119,16026854,Entire home/apt,Eastern Suburbs,3,5,6,3,351,-33.881753,151.224315,Paddington
18601111,127100632,Entire home/apt,Inner Sydney,0,0,4,2,319,-33.856488,151.203969,Millers Point
4719482,24379769,Entire home/apt,Inner Sydney,0,0,4,2,312,-33.851727,151.184046,Birchgrove
8761511,45944620,Entire home/apt,Inner Sydney,0,0,4,3,351,-33.867698,151.172268,Rozelle
15557341,5470821,Entire home/apt,Inner Sydney,1,0,6,3,351,-33.888938,151.171087,Stanmore
15972157,4338533,Entire home/apt,Inner Sydney,0,0,8,3,351,-33.891227,151.196399,Darlington
15586496,58912771,Entire home/apt,Inner Sydney,1,0,12,3,311,-33.869883,151.196104,Pyrmont
9219320,2801599,Entire home/apt,Inner Sydney,1,0,2,1,428,-33.892227,151.198348,Eveleigh
14712870,91545486,Entire home/apt,Inner Sydney,0,0,5,3,389,-33.866355,151.169898,Rozelle
13598913,55346440,Entire home/apt,Inner Sydney,8,3.5,7,2,351,-33.883918,151.201649,Ultimo
16032650,7143281,Entire home/apt,Inner Sydney,1,0,6,3,312,-33.888004,151.198485,Chippendale
15538198,60135494,Entire home/apt,Inner Sydney,4,4.5,7,4,357,-33.885845,151.180874,Camperdown
16074959,104738114,Entire home/apt,Inner Sydney,0,0,6,2,321,-33.871885,151.198161,Sydney
15136320,28587483,Entire home/apt,Inner Sydney,1,0,6,2,312,-33.876072,151.189135,Glebe
17285819,2226282,Entire home/apt,Inner Sydney,1,0,6,4,312,-33.877736,151.173943,Annandale
16518862,106658075,Entire home/apt,Inner Sydney,7,3.5,8,3,311,-33.867571,151.192969,Pyrmont
8814897,6173039,Entire home/apt,Inner Sydney,1,0,8,4,444,-33.875097,151.170573,Annandale
16231501,7615793,Entire home/apt,Inner Sydney,3,5,7,4,428,-33.900439,151.188566,Erskineville
19351042,22068632,Entire home/apt,Inner Sydney,0,0,9,4,312,-33.876267,151.186886,Glebe
15648057,100971420,Entire home/apt,Inner Sydney,1,0,6,3,428,-33.856407,151.186561,Balmain
14698922,84795920,Entire home/apt,Inner Sydney,0,0,5,2,312,-33.879161,151.180106,Forest Lodge
10375223,15118978,Entire home/apt,Inner Sydney,93,4,10,4,389,-33.87353,151.196635,Pyrmont
16338235,7409213,Entire home/apt,Eastern Suburbs,0,0,8,4,486,-33.882811,151.244022,Woollahra
7483982,7409213,Entire home/apt,Eastern Suburbs,0,0,7,4,365,-33.905834,151.267389,Bronte
